RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
3221,Focaccia With Fresh Herbs,35526,riffraff,25,90,115,8th Oct 2015,This is one of my adopted recipes. It's actually very good and makes a nicely textured focaccia - you can vary the toppings - it's a great bread you can be creative with....I highly recommend using a heavy cast iron skillet that has been lightly oiled. It makes an excellent crust!,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/21/picUnLbFj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/21/pic8xIUc5.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/21/pic7PZbrD.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/21/picig5Yru.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/21/piciy2q2S.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/21/picAnJUTk.jpg']",Yeast Breads,"['1/2', '1/2', '3/4', '2 3/4', '1/2', '4', '2', '1/2']","['active dry yeast', 'sugar', 'water', 'flour', 'table salt', 'extra virgin olive oil', 'fresh herbs', 'kosher salt', 'coarse salt']",217.9,7.2,1,0,292.5,33.1,1.2,0.4,4.5,8,NA,"['Sprinkle yeast and sugar into 1/2 cup of the water - do not stir.', 'Let stand 10 minutes or until the surface becomes bubbly.', 'In large bowl, combine flour and table salt.', 'Make a well in the center of the flour and pour in yeast mixture and 1 tablespoon olive oil.', 'Stir with wooden spoon or electric mixer, and slowly add remaining 1/4 cup water - dough will be soft and slightly sticky.', 'Turn dough onto lightly floured surface. Knead for 10 minutes, adding small spoonfuls of flour if necessary.', 'If you are using a stand mixer, you may continue using the dough hook setting rather than turning out on the board as mentioned in step 6.', 'When dough is smooth and elastic, place in bowl and cover with plastic wrap or damp cloth.', 'Let rise in a warm place- about 80-85 degrees - until doubled in bulk, for 1 hour.', 'Turn onto lightly  floured surface. Knead gently several times.', 'Flatten into 10-inch circle. Place on an oiled baking stone, pizza pan or heavy cookie sheet (I use a large cast iron skillet). Press indentations into the surface of the dough with fingers to make ""dimples."" Loosely cover and let rise about 15 minutes, or until doubled in size. Preheat oven to 425°F.', 'In a blender or mortar and pestle, combine remaining 3 Tbsp olive oil and herbs until leaves are broken up and oil  is fragrant.', 'Pour over dough. Rub gently into surface. Sprinkle with kosher salt.', 'Bake 15 minutes, reduce heat to 400°F.', 'Bake 5 minutes more, or until golden brown.', 'Let cool and cut into wedges.']"
3228,Country Fried Steak,1814,Karl E. Moser,0,0,0,9th Oct 2013,Make and share this Country Fried Steak recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/28/picf2W5Sj.jpg']",Meat,"['1 1/2', '1/2', 'NA', 'NA', '2', '2', '2', '4']","['flour', 'salt', 'fresh pepper', 'bacon grease', 'Wondra Flour', 'half-and-half', 'sweet creamy butter']",681.3,49.7,24.7,199.1,225.8,17.1,0.4,0.2,39.8,4,NA,"['Trim visible fat from meat and cut into 4 equal serving pieces.', 'Mix flour,  salt, and pepper in a shallow, wide bowl and dredge each piece of meat in it,  coating well on both sides.', 'Heat grease or oil until hot but not smoking in a  heavy, wide skillet with a lid.', 'Brown the meat pieces on both sides, turn heat  down a bit, cover and let steak fry like chicken for 15 to 20 minutes, until  done. Remove cover and let steak crisp for about 5 minutes.', 'Take steak from the  pan and drain.', 'Leave about 2 Tbsp of drippings and all the browned flecks of  crust in the pan.', 'Turn the heat a bit lower, sprinkle Wondra  flour int o the  drippings and stir to keep from lumping while it browns.', 'Slowly add half and  half, stirring.', 'Let it cook until thick, about 3 to 5 minutes.', 'Taste and add  seasoning, if needed.', 'Return the steaks to the gravy and cook an additional 5  mins or so.', 'Serve on plate, Mashed potatoes, maybe some green beans with country ham.']"
3230,Homemade Stromboli,1534,Tonkcats,0,0,0,9th Oct 2012,Make and share this Homemade Stromboli recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/30/ttHFbde7TyJkqpS8rh8A_image.jpg']",Pork,"['1 1/2', '1', '2', '1', '5 -6', '1', '1', '16', '16', '1/2', '1/2']","['dry yeast', 'sugar', 'water', 'salt', 'flour', 'water', 'tomato sauce', 'mozzarella cheese', 'ham']",440.8,18.4,8.2,59.4,1621.3,44.1,2.2,3.2,23.4,12,NA,"['Dissolve yeast in warm water.', 'Add salt, sugar and 1/2 of the flour, mix well.', 'Add rest of flour, turn onto floured boa rd and knead until smooth.', 'Place in buttered bowl.', 'Cover and let rise 1 1/2 to 2 hours in warm place. Punch down, divide into 12 pieces for stromboli or shape into 2 loaves for bread.', 'Bake bread 30 minutes at 400 degrees.', 'Roll out each dough into a circle; place in center of each dough a few slices of ham, pepperoni, grated cheese and a little sauce. Fold in half and pinch edges well to seal.', 'Brush with egg white mix.', 'Place on greased sheet pan.', 'Bake for 15 to 20 minutes at 400 degrees until lightly brown.', 'May be reheated.', 'Serve with extra tomato sauce to dip in.']"
3233,Yakisoba,1534,Tonkcats,10,15,25,9th Oct 2013,Make and share this Yakisoba recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/33/picRv9EDj.jpg']",Meat,"['3/4 - 1', '2', '4', 'NA', 'NA', '2']",['soy sauce'],653.1,34.7,12.3,57.8,852.2,61,5.7,0,26.1,4,NA,"['Cut semi-frozen steak into thin bite size pieces and stir-fry over medium heat  until thoroughly browned, heat 2 quarts water to rapid boil while stir-frying  meat.', 'Add 1 to 2 seasoning packets of seasoning mix from noodles to steak.', 'Add  Ramen noodles to water and boil 3 minutes.', 'While cooking noodles, add vegetables  and soy sauce to taste to steak and heat thoroughly.', 'When noodles are done,  drain and add to steak and vegetable mixture.', 'Salt and pepper to taste.', 'Note:  Chicken, pork or shrimp can be substituted for steak.']"
3235,Fettuccine Alfredo,1816,Naomi Schoenfeld1,15,0,15,9th Oct 2010,"This marvelous recipe is one I got off this newsgroup some months back, but am reposting for the Alfredo request since I have no idea if the original poster is still around to see the new request. Since it isn't mine, I've also included the original poster's notes and attribution. Yummy stuff!  Introduction: This is the real thing. You will not find a better Fettuccine Alfredo other than at Alfredo's in Rome, Italy. The secret to his sauce is in the Parmigiano-Reggiano cheese (don't even try this recipe without it), the balance of the pepper and nutmeg. For some reason restaurants never get it right. Be warned that the sauce is heavy. This recipe serves 2. Recipe by Ricardo Batista   Fettuccine Alfredo","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/35/picUGweEX.jpg']",< 15 Mins,"['3', '1', '2', '1/2', '3/4', '1', '1']","['butter', 'heavy whipping cream', 'nutmeg', 'black pepper', 'parmigiano-reggiano cheese', 'salt', 'fettuccine pasta']",1344.1,74.8,44.3,396.3,813.5,129.1,0.2,0.2,39.7,2,NA,"['Grate the cheese, black pepper  and nutmeg if you need to.', 'Put 4 quarts of water to boil.', 'Cooking: Set small frying pan in mid-high heat.  Add the butter and the cream to the frying pan and mix well.', 'Stir the sauce frequently and add the black pepper, salt and nutmeg, boil and stir frequently until the sauce becomes heavier, then reduce the heat. Add the pasta to the boiling water along with some salt and cook to your liking.', 'Once the pasta is cooked, drain the pasta and add it to the sauce. Add the grated cheese to the sauce and pasta, and mix until the cheese is absorbed by the sauce.']"
3250,Olive Garden House Dressing,1820,Lisa_Roy,0,5,5,10th Oct 2013,Make and share this Olive Garden House Dressing recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/50/picbjUbCQ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/50/picJKC2YF.jpg']",< 15 Mins,"['8', '1', '1/2', '1/2', '3']","['garlic clove', 'dried basil', 'dried oregano', ""Sweet 'n Low""]",1.2,0,0,0,0.9,0.3,0,0.2,0,15,NA,"['Put ingredients into the bottle of dressing and shake well.', 'Refrigerate for 24  hours before using.']"
3253,Garlic Bread,1821,Candie Yoder,0,0,0,10th Oct 2013,Make and share this Garlic Bread recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/53/picRimdlv.jpg']",Breads,"['1', 'NA', 'NA', '1']","['roasted garlic', 'butter', 'cheese']",1108.7,13.3,2.9,0,2729.1,212.4,10.2,17.5,32.5,NA,1 loaf,"['Split loaf in half lengthwise and lightly coat with butter, margarine or olive oil(which ever you prefer) then toast in oven or broiler.', 'Rub toasted bread with cloves of roasted garlic. Add cheese and toast again until cheese is melted and starting to brown.']"
3267,Elk Steaks with Green Peppercorn Sauce,1675,Jim Weller,0,0,0,10th Oct 2013,"Elk is perhaps the finest of all the venison meats. It is very fine  grained and mild flavoured, almost like beef. Like all wild venison,   it is very lean so it benefits from larding, barding and marinading.   With that in mind, you can treat it like beef. Steaks are best   grilled, cooked rare or at most medium rare. Well done meat will be   tough due to the lack of fat.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/67/pic0bQank.jpg']",Elk,"['4', '2', '2', 'NA', '1', '1', '1/2', '1/4', '1', '1', '2', '1/4', 'NA']","['garlic', 'butter', 'red onion', 'red wine', 'grainy mustard', 'green peppercorn']",157.4,9.3,1.7,2.5,323.3,6,0.4,3.2,1.3,4,NA,"['Trim any visible fat from the steaks.', 'Combine the garlic and oil.', 'Pour   over steaks and marinate, refrigerated, overnight. Season the steaks   with salt and freshly ground pepper.', 'Grill or broil about five-six   minutes per side, depending on the heat level of the grill.', 'Stop while   the steak is still quite rare. Set aside on a heated platter in a low   oven until the sauce is ready.', 'GREEN PEPPERCORN SAUCE: In a small saucepan, melt the butter in the   oil over high heat until hot but not smoking.', 'Add onion, and saute,   stirring, until tender, about 30 sec. Add vinegar and wine, and cook,   scraping bottom of pan to dissolve residue, until reduced by about   half, 2 to 3 min.', 'Add stock and mustard, and cook, stirring   frequently, until reduced by about half, 4 to 6 min.', 'Remove from heat,   stir in peppercorns and correct sea  soning.', 'Drizzle sauce over steaks.', 'Serve at once.']"
3284,Honey Dijon Mustard Chicken With Apricot,148316,- Carla -,25,5,30,11th Oct 2013,Make and share this Honey Dijon Mustard Chicken With Apricot recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/84/picf0cV9G.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/84/picR5PwBd.jpg']",Lunch/Snacks,"['1/3', '3', '1', '4']","['ginger', 'boneless skinless chicken breast halves']",167.7,1.5,0.4,68.4,82.8,10,0.1,5.5,27.4,4,NA,"['Blend mustard, preserves, and ginger.', 'Brush mustard mixture onto chicken.', 'Grill or broil about 8-10 minutes each side or until done, brushing with honey mustard apricot mixture frequently.']"
3286,Crock Pot Swiss-Stuffed Chicken Rolls,59780,Pamela,300,15,315,11th Oct 2014,Make and share this Crock Pot Swiss-Stuffed Chicken Rolls recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/86/picOoV1MP.jpg']",Chicken Breast,"['6', '6', '6', '1/4', '1/4', '1/2', '1/4', '1/4', '1/4', '1', '1/2', 'NA']","['boneless skinless chicken breast halves', 'ham', 'swiss cheese', 'all-purpose flour', 'parmesan cheese', 'rubbed sage', 'paprika', 'pepper', 'chicken broth', 'fresh parsley']",407.8,24.2,8.4,109,673.3,9.5,0.2,0.8,36.4,6,NA,"['Flatten chicken to 1/8-inch thickness.', 'Place ham and cheese on each breast. Roll  up and tuck in ends; secure with a toothpick.', 'Combine the flour, Parmesan  cheese, sage, paprika and pepper; coat chicken on all sides.', 'Cover and  refrigerate for 1 hour.', 'In large skillet, brown chicken in oil over medium-high  heat. Transfer to a 5 quart slow cooker.', 'Combine soup and broth; pour over  chicken.', 'Cover and cook on low for 4-5 hours.', 'Remove toothpicks.', 'Garnish with  parsley if desired.']"
3288,Chicken Florentine,163441,Shawnee TX,45,15,60,11th Oct 2013,Make and share this Chicken Florentine recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/88/picMVgsBH.jpg']",Chicken Breast,"['3/4', '1/4', '3', '1/2', '2', '2', '1', '1']","['parmesan cheese', 'skinless chicken breasts', 'green onion', 'butter', 'flour', 'milk', 'frozen spinach']",434,13.7,7.2,132,489.5,24.9,3.8,2.3,51.8,4,NA,"['Combine bread crumbs and cheese. Dip chicken breast halves in crumb mixture to coat lightly.', 'Arrange in baking dish.', 'In a saucepan, cook onion in butter until tender.', 'Blend in flour.', 'Stir in milk all at once. Cook and stir until thick and bubbly.', 'Cook and stir 1 minute more.', 'Stir in spinach.', 'Spoon spinach mixture over chicken and sprinkle with rest of crumb mixture. Bake uncovered at 350F for 40-45 minutes.']"
3293,Chicken Casserole,47510,Dreamgoddess,45,0,45,11th Oct 2015,Make and share this Chicken Casserole recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picMo5aVa.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picaAZoiq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picKh6UIj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picO2c5FQ.jpg']",Chicken Breast,"['6', '1', '5', '2', '1/2', '2', '1', '3', '1/2']","['Stove Top stuffing mix', 'butter', 'chicken breasts', 'fresh broccoli', 'curry powder', 'mayonnaise', 'lemon juice', 'sharp cheddar cheese']",675.8,36.5,10.3,110.3,1566.8,51.5,7,8.1,37.6,6,NA,"['Cook chicken in water until tender.', 'Cook broccoli.', 'Mix soup, mayonnaise, curry  powder and lemon juice. Spread broccoli over bottom of greased pan (13"" x 9"")  Remove chicken from bones and lay over broccoli.', 'Pour soup mixture over all and  cover with grated cheese. Mix melted butter with dressing mix and sprinkle over  all.', 'Bake at 350: for 45 minutes.']"
3294,Buttermilk Southern Fried Chicken,64203,Dine  Dish,0,0,0,11th Oct 2010,Make and share this Buttermilk Southern Fried Chicken recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/94/pic0v9fTA.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/94/pic7bDGYR.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/94/picNarULU.jpg']",Whole Chicken,"['2 -3', '2', '1', '2', '1', '1', '1/4', '1/4', 'NA']","['frying chickens', 'buttermilk', 'all-purpose flour', 'salt', 'black pepper', 'paprika', 'garlic powder', 'onion powder']",655.4,35.8,10.6,175.7,1451.9,30.4,1.2,6,49.8,4,NA,"['Wash chicken pieces thoroughly and pat dry.', 'Place chicken in a long, shallow  glass baking dish.', 'Pour the buttermilk over the chicken, cover and refrigerate  for a least 4 hours, turning once or twice. In a clean plastic or brown paper  bag, combine the flour, salt, pepper, paprika, and if desired the garlic and  onion powders.', 'Drain the chicken and place two or three pieces of chicken in the  bag and shake well to coat evenly.', 'Repeat until all chicken has been coated with  seasoned flour mixture. In a large, heavy skillet, heat about one-half of oil  over medium-high heat until hot, but not smoking.', 'Add chicken (in batches if  necessary) and brown on all sides, about three minutes per side. Place browned  chicken on a warm platter until all pieces are cooked.', 'When all the chicken  pieces are browned, crowd them into the skillet, turn heat to medium-low, cover  and cook, turning occasionally, until tender, about 35-40 minutes.', 'Remove cover,  turn heat to medium-high and cook six to eight minutes more or until skin is  crispy.', 'Serve at once. Serves 4.']"
3295,Greek Turkey Burgers,35635,_Pixie_,10,10,20,11th Oct 2015,Make and share this Greek Turkey Burgers recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/95/pic4qeD8Q.jpg']",Poultry,"['1', '4', '1', '1', '1/4', '1/8', '1/2', '1/4', '1/4', '4', '1', '1/4']","['turkey', 'turkey breast', 'dried parsley', 'garlic', 'cinnamon', 'nutmeg', 'salt', 'pepper', 'fat free sour cream', 'cucumber', 'feta cheese']",400.6,12.2,4.2,87,805.7,39.6,2,3.6,31.4,4,NA,"['Prepare charcoal grill for direct heat cooking.', 'Remove cooking rack from  grill and spray with non-stick cooking spray.', 'In medium bowl combine  turkey, olives, parsley, garlic, cinnamon, nutmeg, salt and pepper.', 'Evenly  distribute mixture into four burgers (approximately 4 1/2 inches in  diameter). Grill burgers 2 to 3 minutes per side until meat thermometer  registers 160 to 165 degrees F.', 'and meat is no longer pink in center.', 'To  serve, spread 1 tablespoon sour cream on pita.', 'Place cooked burger on  bottom half of pita and top evenly with cucumber and 1 tablespoon Feta  cheese. Fold over top half of pita and serve.']"
3301,Lady Bird Johnson's Spoon Bread,1534,Tonkcats,0,0,0,10th Oct 2014,"Spoon bread was a favorite dish with Lyndon Johnson's mother, which she passed on to his wife, Lady Bird. With a salad (fruit or green), and meat, it makes a perfect lunch.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/01/picPiGcuJ.jpg']",Breads,"['3', '3', '1', 'NA', '3', '1']","['milk', 'eggs', 'cornmeal', 'butter', 'baking powder', 'salt']",142.2,5.8,2.7,92.1,503.3,16.5,1.1,0.2,6.6,8,NA,"['Stir cornmeal into 2 cups of milk and let mixture come to a boil, making a mush.', 'Remove from heat and add balance of milk and well-beaten eggs.', 'Stir in salt, baking powder and melted butter .', 'Bake in 2 quart greased casserole for 30 minutes at 350 degrees.']"
